CPU: Intel Core/i7, speed 2393.98 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 90000
samples  %        linenr info                 app name                 symbol name
1        2.0e-05  detect-engine-alert.c:171   suricata                 PacketAlertRemove.part.1
1        2.0e-05  detect-engine-threshold.c:609 suricata                 PacketAlertThreshold
1        2.0e-05  tmqh-packetpool.c:366       suricata                 PacketPoolInit
1        2.0e-05  detect-engine-mpm.c:1190    suricata                 PatternStrength
1        2.0e-05  util-pool.c:280             suricata                 PoolGet.part.3
1        2.0e-05  source-pcap.c:371           suricata                 ReceivePcapThreadInit
1        2.0e-05  util-mpm-ac.c:1167          suricata                 SCACInitCtx.part.8
1        2.0e-05  util-classification-config.c:391 suricata                 SCClassConfAllocClasstype
1        2.0e-05  detect-engine-sigorder.c:595 suricata                 SCSigOrderByFlowbitsCompare
1        2.0e-05  detect-engine-sigorder.c:609 suricata                 SCSigOrderByFlowvarCompare
1        2.0e-05  util-threshold-config.c:227 suricata                 SCThresholdConfDeInitContext
1        2.0e-05  detect.c:4246               suricata                 SigAddressPrepareStage4
1        2.0e-05  detect-engine-siggroup.c:936 suricata                 SigGroupHeadFreeSigArraysHash.isra.2
1        2.0e-05  detect-engine-siggroup.c:122 suricata                 SigGroupHeadStore
1        2.0e-05  detect.c:447                suricata                 SigLoadSignatures
1        2.0e-05  stream.c:110                suricata                 StreamMsgReturnToPool
1        2.0e-05  stream-tcp-reassemble.c:283 suricata                 StreamTcpDisableAppLayer
1        2.0e-05  stream-tcp.c:153            suricata                 StreamTcpMemuseCounter
1        2.0e-05  stream-tcp.c:5822           suricata                 StreamTcpPseudoPacketSetupHeader
1        2.0e-05  stream-tcp-reassemble.c:142 suricata                 StreamTcpReassembleMemuseGlobalCounter
1        2.0e-05  stream-tcp.c:720            suricata                 StreamTcpSetOSPolicy
1        2.0e-05  stream-tcp.c:5658           suricata                 StreamTcpValidateAck.isra.9
1        2.0e-05  tm-modules.c:52             suricata                 TmModuleGetByName
1        2.0e-05  tm-threads.c:258            suricata                 TmThreadsSlotPktAcqLoop
1        2.0e-05  detect-engine-mpm.c:271     suricata                 UriPatternSearch
1        2.0e-05  tm-threads.c:716            suricata                 _TmSlotSetFuncAppend
